Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
189,"Oh. Y’know, he hums while he does other stuff to.",Phoebe,neutral,neutral,16,15,7,5,"00:20:55,879","00:20:58,965"
190,"Yeah, we're better off without them.",Ross,anger,negative,16,16,7,5,"00:21:01,093","00:21:04,470"
191,"And y’know, even if they break up again, you’d better not let him in your sad men’s club!",Phoebe,anger,negative,16,17,7,5,"00:21:04,846","00:21:09,141"
192,Divorced men’s club.,Ross,sadness,negative,16,18,7,5,"00:21:09,309","00:21:12,603"
194,Why isn’t that valet back with my Porsche?,Joey,anger,negative,17,0,6,5,"00:14:50,514","00:14:54,183"
195,Maybe because you’ve got the keys?,Passerby,anger,negative,17,1,6,5,"00:14:55,603","00:14:57,520"
197,This is totally your fault!,Rachel,anger,negative,17,2,6,5,"0:15:03,110","0:15:04,582"
198,My fault?! You threatened the judge!,Ross,anger,negative,17,3,6,5,"0:15:04,582","0:15:07,079"
199,"Well, you ripped the paper out of the court reporter’s machine!!",Rachel,anger,negative,17,4,6,5,"00:15:07,197","00:15:10,116"
206,Phoebe!,Monica,neutral,neutral,18,0,6,22,"0:16:17,351","0:16:18,102"
207,Yeah?,Phoebe,neutral,neutral,18,1,6,22,"0:16:18,102","0:16:18,406"
208,Have you seen Chandler?!,Monica,neutral,neutral,18,2,6,22,"0:16:18,519","0:16:19,401"
209,No! Why?,Phoebe,neutral,neutral,18,3,6,22,"0:16:19,401","0:16:20,205"
210,The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard!,Monica,fear,negative,18,4,6,22,"00:16:20,312","00:16:25,566"
211,I know!,Monica,fear,negative,18,5,6,22,"0:16:26,944","0:16:27,320"
212,How bad is this?,Monica,fear,negative,18,6,6,22,"0:16:27,320","0:16:28,826"
214,"Well for the regular guy, it’s bad, but Chandler, Oh dear God!",Phoebe,fear,negative,18,7,6,22,"00:16:28,946","00:16:33,074"
215,I know! I know! And he totally freaked out and I can’t find him anywhere!,Monica,fear,negative,18,8,6,22,"00:16:34,660","00:16:37,662"
216,What are you gonna do?,Phoebe,neutral,neutral,18,9,6,22,"0:16:37,830","0:16:38,831"
217,"Well, I’m never gonna listen to you again, that’s for sure!",Monica,anger,negative,18,10,6,22,"0:16:38,831","0:16:41,285"
218,"Y’know, harm can it do if you go and put your name down?",Monica,neutral,neutral,18,11,6,22,"00:16:41,375","00:16:44,669"
219,Rachel said that!,Phoebe,surprise,negative,18,12,6,22,"0:16:45,546","0:16:46,728"
220,Well Rachel’s not here!,Monica,anger,negative,18,13,6,22,"0:16:46,728","0:16:47,766"
221,"Come on, come on.",Ross,neutral,neutral,19,0,1,23,"00:14:15,980","00:14:17,730"
222,"Damnit, damnit, damnit, damnit.",Ross,anger,negative,19,1,1,23,"0:14:20,234","0:14:23,156"
223,This is all your fault.,Ross,anger,negative,19,2,1,23,"0:14:23,156","0:14:24,118"
224,"This is supposed to be, like, the greatest day of my life, y'know?",Ross,anger,negative,19,3,1,23,"00:14:24,280","00:14:26,948"
225,"My son is being born, and I should be in there, you know, instead of stuck in a closet with you.",Ross,anger,negative,19,4,1,23,"00:14:27,116","00:14:32,161"
226,The woman I love is having a baby today. I've been waiting for this just as much as you have.,Susan,anger,negative,19,5,1,23,"00:14:32,329","00:14:35,665"
227,"No no no, believe me.",Ross,anger,negative,19,6,1,23,"0:14:35,833","0:14:37,095"
228,"No one has been waiting for this as much as I have, ok?",Ross,anger,negative,19,7,1,23,"0:14:37,095","0:14:39,055"
229,And you know what the funny thing is?,Ross,neutral,neutral,19,8,1,23,"00:14:39,169","00:14:40,879"
230,"When this day is over, you get to go home with the baby, ok?",Ross,anger,negative,19,9,1,23,"00:14:41,046","00:14:43,631"
231,Where does that leave me?,Ross,sadness,negative,19,10,1,23,"0:14:43,799","0:14:44,551"
232,You get to be the baby's father.,Susan,neutral,neutral,19,11,1,23,"0:14:44,551","0:14:46,275"
233,Everyone knows who you are.,Susan,neutral,neutral,19,12,1,23,"0:14:46,385","0:14:47,517"
234,Who am I?,Susan,anger,negative,19,13,1,23,"0:14:47,517","0:14:50,183"
235,"There's Mother's Day, there's Father's Day, there's no... Lesbian Lover Day.",Susan,sadness,negative,19,14,1,23,"00:14:50,306","00:14:52,599"
236,Every day is Lesbian Lover Day.,Ross,neutral,neutral,19,15,1,23,"00:14:52,766","00:14:55,226"
237,This is so great.,Phoebe,joy,positive,19,16,1,23,"00:14:58,063","00:14:59,814"
238,You wanna explain that?,Ross,neutral,neutral,19,17,1,23,"00:15:03,986","00:15:05,570"
239,"I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces of parents to make one whole one.",Phoebe,sadness,negative,19,18,1,23,"00:15:06,280","00:15:16,664"
240,And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most.,Phoebe,joy,positive,19,19,1,23,"00:15:17,791","00:15:27,842"
241,And it's not even born yet.,Phoebe,sadness,negative,19,20,1,23,"00:15:25,424","00:15:27,842"
242,"It's just, it's just the luckiest baby in the whole world.",Phoebe,joy,positive,19,21,1,23,"00:15:28,010","00:15:30,553"
243,"I'm sorry, you were fighting.",Phoebe,sadness,negative,19,22,1,23,"00:15:33,349","00:15:35,433"
244,"Okay, it's a typical New York City apartment. Two girls are just hanging out.",Joey,neutral,neutral,20,0,5,10,"00:21:31,498","00:21:37,128"
245,"Hi, how are you doing Kelly?",Monica,neutral,neutral,20,1,5,10,"00:21:37,879","00:21:41,465"
246,"I'm doing just fine! God, Tiffany, you smell so great!",Rachel,joy,positive,20,2,5,10,"00:21:41,633","00:21:44,385"
247,It's my new perfume. Why don't you come closer where you can,Monica,neutral,neutral,20,3,5,10,"00:21:46,555","00:21:52,643"
248,"Oh, y'know Joey, you are sick!",Rachel,disgust,negative,20,4,5,10,"0:21:55,230","0:21:57,662"
249,This is disgusting!,Monica,disgust,negative,20,5,5,10,"0:21:57,662","0:21:58,196"
250,I'm not reading this!,Rachel,disgust,negative,20,6,5,10,"00:21:58,317","00:22:00,109"
251,What?! Wait-wait-wait! The handsome man was about to enter!!,Joey,surprise,negative,20,7,5,10,"00:22:00,277","00:22:04,488"
252,"All right, I'll give you this, Mr. Peanut is a better dresser.",Joey,neutral,neutral,21,0,1,20,"00:21:27,119","00:21:30,621"
253,"I mean he's got the monocle, he's got the top hat...",Joey,neutral,neutral,21,1,1,20,"00:21:30,789","00:21:33,833"
254,You know he's gay?,Phoebe,neutral,neutral,21,2,1,20,"00:21:34,001","00:21:35,876"
255,I just wanna clarify this: are you outing Mr. Peanut?,Ross,neutral,neutral,21,3,1,20,"00:21:38,964","00:21:43,092"
256,"Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.",Chandler,neutral,neutral,21,4,1,20,"00:21:44,303","00:21:49,765"
257,Hi. Hi.,All,neutral,neutral,21,5,1,20,"00:21:49,933","00:21:51,142"
258,What are you doing here?,Chandler,surprise,positive,21,6,1,20,"00:21:51,310","00:21:53,728"
259,"Well, what?",Chandler,neutral,neutral,22,0,1,4,"0:17:41,977","0:17:42,689"
260,What?,Chandler,neutral,neutral,22,1,1,4,"0:17:42,689","0:17:43,041"
261,What is it?,Chandler,neutral,neutral,22,2,1,4,"0:17:43,041","0:17:43,563"
262,That she left you?,Chandler,surprise,negative,22,3,1,4,"0:17:43,563","0:17:44,365"
263,That she likes women?,Chandler,neutral,neutral,22,4,1,4,"0:17:44,365","0:17:44,908"
264,That she left you for another woman that likes women?,Chandler,neutral,neutral,22,5,1,4,"00:17:44,938","00:17:47,106"
265,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",Ross,anger,negative,22,6,1,4,"00:17:47,274","00:17:51,652"
266,Then what?,Chandler,neutral,neutral,22,7,1,4,"00:17:55,282","00:17:56,365"
267,My first time with Carol was...,Ross,neutral,neutral,22,8,1,4,"00:17:57,493","00:18:00,161"
268,What?,Joey,neutral,neutral,22,9,1,4,"00:18:03,624","00:18:05,041"
269,It was my,Ross,neutral,neutral,22,10,1,4,"00:18:07,586","00:18:10,379"
270,With Carol?  Oh.,Joey,surprise,negative,22,11,1,4,"00:18:13,008","00:18:14,842"
271,"So in your whole life, you've only been with one——oh.",Chandler,surprise,negative,22,12,1,4,"00:18:21,683","00:18:24,519"
272,"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",Joey,surprise,negative,22,13,1,4,"00:18:26,814","00:18:34,445"
273,Hi. Where is everybody?,Ross,neutral,neutral,23,0,3,6,"00:17:21,123","00:17:22,790"
274,"Oh, it’s already closed, Chris gave me the keys to lock up-what is wrong?",Phoebe,sadness,negative,23,1,3,6,"00:17:22,958","00:17:27,128"
275,"My marriage, I think my marriage is um, is kinda over.",Ross,sadness,negative,23,2,3,6,"00:17:27,337","00:17:34,135"
276,Oh no! Why?,Phoebe,surprise,negative,23,3,3,6,"00:17:32,301","00:17:34,135"
277,"‘Cause Carol’s a lesbian.  And, and I’m not one. And apparently it’s not a mix and match situation.",Ross,sadness,negative,23,4,3,6,"00:17:34,303","00:17:49,484"
278,"Oh my God! I don’t believe it! Oh, you poor bunny.",Phoebe,surprise,negative,23,5,3,6,"00:17:50,152","00:17:57,658"
279,I’m an idiot.,Ross,disgust,negative,23,6,3,6,"00:17:59,369","00:18:00,661"
280,"I mean shoulda seen it, I mean Carol and I’d be out and she’d, she’d see some beautiful woman, and, and she’d be Ross y'know look at her, and I’d think, God, my wife is cool!",Ross,sadness,negative,23,7,3,6,"00:18:03,499","00:18:13,674"
281,"Aw! Hey, do you think that Susan person is her lover?",Phoebe,neutral,neutral,23,8,3,6,"00:18:21,850","00:18:26,854"
282,"Well, now I do!!",Ross,surprise,negative,23,9,3,6,"00:18:29,858","00:18:31,651"
283,I’m sorry.,Phoebe,sadness,negative,23,10,3,6,"00:18:33,529","00:18:34,570"
284,Seven years.,Ross,sadness,negative,23,11,3,6,"00:18:37,199","00:18:38,866"
285,"I mean we’ve been together seven years, she’s the only woman who’s ever loved me, and the only woman I’ve-I’ve ever....",Ross,sadness,negative,23,12,3,6,"00:18:39,576","00:18:48,876"
286,"Aw, God Ross. Oh.",Phoebe,sadness,negative,23,13,3,6,"00:18:50,712","00:18:52,046"
287,I’ll do it.,Cookie,neutral,neutral,24,0,3,11,"0:19:49,938","0:19:51,690"
288,No you won’t.,Joey,neutral,neutral,24,1,3,11,"0:19:51,690","0:19:51,869"
289,"Look he knows he did a terrible thing and I believe him, he’s sorry.",Joey,sadness,negative,24,2,3,11,"00:19:52,357","00:19:57,904"
290,"But,  you’ve got one more apology to make, all right, you’ve got to apologize to Mary-Angela.",Joey,neutral,neutral,24,3,3,11,"00:19:55,194","00:20:00,740"
291,"Okay, absolutely!",Chandler,joy,positive,24,4,3,11,"0:20:00,908","0:20:02,180"
292,All right.,Joey,neutral,neutral,24,5,3,11,"0:20:02,180","0:20:02,931"
293,You’ve got it.,Chandler,neutral,neutral,24,6,3,11,"0:20:02,931","0:20:03,875"
294,"Cookie, now you can punch him!",Joey,anger,negative,24,7,3,11,"0:20:13,545","0:20:15,089"
295,What?!,Chandler,surprise,negative,24,8,3,11,"0:20:15,089","0:20:15,511"
296,"All right, that's it, I quit.",Phoebe,anger,negative,25,0,2,1,"0:13:25,095","0:13:26,555"
297,What? I didn't say anything.,Monica,surprise,negative,25,1,2,1,"0:13:26,555","0:13:28,453"
298,"Yeah, but this  isn't the face of a person who trusts a person.",Phoebe,anger,negative,25,2,2,1,"00:13:28,557","00:13:32,310"
299,"Ok, this  is the face of a person who, you know, doesn't trust a person.",Phoebe,anger,negative,25,3,2,1,"00:13:32,478","00:13:37,690"
300,"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",Monica,sadness,negative,25,4,2,1,"00:13:38,818","00:13:44,405"
301,Would you relax? I know what I am doing. This is how he wears it.,Phoebe,anger,negative,25,5,2,1,"00:13:44,573","00:13:50,870"
302,Julie.,Monica,neutral,neutral,26,0,2,2,"0:10:42,642","0:10:43,185"
303,What?!,Rachel,surprise,negative,26,1,2,2,"0:10:43,185","0:10:43,747"
304,Jody!,Monica,surprise,negative,26,2,2,2,"0:10:43,747","0:10:45,255"
305,You were with Julie?,Rachel,neutral,neutral,26,3,2,2,"00:10:46,812","00:10:50,523"
306,"Look, when it started I was just trying to be nice to her because she was my brother's girlfriend.",Monica,neutral,neutral,26,4,2,2,"00:10:50,691","00:10:56,363"
307,"And then, one thing led to another and, before I knew it, we were...shopping.",Monica,neutral,neutral,26,5,2,2,"00:10:56,530","00:11:02,786"
308,Oh. Oh my God.,Rachel,surprise,negative,26,6,2,2,"00:11:09,669","00:11:11,336"
309,"Honey, wait. We only did it once. It didn't mean anything to me.",Monica,sadness,negative,26,7,2,2,"00:11:12,755","00:11:18,510"
310,"Yeah, right.  Sure!",Rachel,anger,negative,26,8,2,2,"00:11:20,012","00:11:21,805"
311,"Really, Rachel, I was thinking of you the whole time.",Monica,sadness,negative,26,9,2,2,"00:11:21,972","00:11:24,849"
312,"Look, I'm sorry, all right.",Monica,sadness,negative,26,10,2,2,"0:11:27,853","0:11:30,865"
313,I never meant for you to find out!,Monica,sadness,negative,26,11,2,2,"0:11:30,865","0:11:32,163"
314,"Oh, please, you wanted to get caught.",Rachel,anger,negative,26,12,2,2,"00:11:32,274","00:11:35,985"
315,That is not true!,Monica,anger,negative,26,13,2,2,"00:11:36,445","00:11:37,696"
316,"Oh, so you just sort of happened to leave it in here?",Rachel,anger,negative,26,14,2,2,"00:11:37,905","00:11:40,323"
317,Did it ever occur to you that I might just be that stupid?,Monica,anger,negative,26,15,2,2,"00:11:41,409","00:11:45,120"
318,"Ok, Monica. I just have to know one thing. Did you go with her to",Rachel,sadness,negative,26,16,2,2,"00:11:47,039","00:11:55,171"
320,Yeah!,Monica,surprise,negative,27,0,8,1,"00:01:28,088","00:01:29,505"
321,I can’t say.,Phoebe,neutral,neutral,27,1,8,1,"00:01:30,173","00:01:31,548"
322,Why?!,Monica,surprise,negative,27,2,8,1,"0:01:32,133","0:01:32,968"
323,Why not?,Chandler,sadness,negative,27,3,8,1,"0:01:32,968","0:01:33,738"
324,I can’t say because he’s famous.,Phoebe,neutral,neutral,27,4,8,1,"00:01:34,344","00:01:37,596"
325,"Oh my God, who is it?!",Rachel,surprise,negative,27,5,8,1,"00:01:38,515","00:01:40,182"
326,"Phoebe, come on, you have to tell us.",Monica,anger,negative,27,6,8,1,"00:01:41,976","00:01:44,103"
327,"Okay, okay. It’s James Brolin. James Brolin is the father of my baby.",Phoebe,neutral,neutral,27,7,8,1,"00:01:44,270","00:01:51,819"
328,As in Barbara Streisand’s husband James Brolin?,Chandler,surprise,negative,27,8,8,1,"00:01:52,195","00:01:55,072"
329,What?! Well he never said that to me!,Phoebe,surprise,negative,27,9,8,1,"00:01:55,782","00:01:59,701"
330,In,Ross,neutral,neutral,28,0,5,8,"00:04:00,865","00:04:02,991"
331,"Oh, this life! Oh okay no, Chandler's is worse.",Phoebe,sadness,negative,28,1,5,8,"00:04:04,118","00:04:06,995"
332,"Man, it must be so cool remembering stuff like that! I don't have any past life memories.",Joey,joy,positive,28,2,5,8,"00:04:08,831","00:04:14,044"
333,Of course you don't sweetie. You're brand new.,Phoebe,neutral,neutral,28,3,5,8,"00:04:14,963","00:04:17,798"
334,I know Monica's worst Thanksgiving.,Rachel,neutral,neutral,28,4,5,8,"00:04:19,968","00:04:22,010"
335,"Oh, let's not tell this story.",Monica,sadness,negative,28,5,5,8,"0:04:22,178","0:04:23,780"
336,"Oh, come on!",All,sadness,negative,28,6,5,8,"0:04:23,780","0:04:24,782"
337,"Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!",Phoebe,joy,positive,28,7,5,8,"00:04:24,889","00:04:30,394"
338,What?! Joey got a turkey stuck on his head?!,Rachel,surprise,positive,28,8,5,8,"00:04:31,229","00:04:35,524"
339,"Hey, it's not like it sounds.",Joey,neutral,neutral,28,9,5,8,"0:04:35,692","0:04:36,485"
340,It's,Chandler,neutral,neutral,28,10,5,8,"0:04:36,485","0:04:37,176"
341,"Wendy, we had a deal!  Yeah, you promised! Wendy! Wendy! Wendy!",Monica,anger,negative,29,0,1,15,"00:15:52,368","00:15:56,496"
342,Who was that?,Rachel,neutral,neutral,29,1,1,15,"00:16:03,587","00:16:05,213"
343,Wendy bailed. I have no waitress.,Monica,sadness,negative,29,2,1,15,"00:16:07,049","00:16:10,218"
344,Oh... that's too bad. Bye bye.,Rachel,sadness,negative,29,3,1,15,"00:16:11,971","00:16:15,974"
345,Ten dollars an hour.,Monica,neutral,neutral,29,4,1,15,"0:16:16,976","0:16:18,068"
346,No.,Rachel,neutral,neutral,29,5,1,15,"0:16:18,068","0:16:18,620"
347,Twelve dollars an hour.,Monica,neutral,neutral,29,6,1,15,"00:16:18,936","00:16:20,061"
348,"Mon. I wish I could, but I've made plans to walk around.",Rachel,neutral,neutral,29,7,1,15,"00:16:20,521","00:16:23,856"
349,"You know, Rachel, when you ran out of your wedding, I was there for you.",Monica,anger,negative,29,8,1,15,"00:16:25,792","00:16:28,319"
350,"I put a roof over your head, and if that means nothing to you...  twenty dollars an hour.",Monica,anger,negative,29,9,1,15,"00:16:28,487","00:16:35,034"
351,Done.,Rachel,joy,positive,29,10,1,15,"00:16:36,370","00:16:37,662"
352,"The reactor’s gonna blow in three seconds, we’re never gonna make it!",Joey,fear,negative,30,0,6,20,"00:00:05,005","00:00:08,549"
353,You’ve got to get out of here! Save yourself!,Phoebe,fear,negative,30,1,6,20,"00:00:08,717","00:00:11,802"
354,No! I won’t leave you!,Joey,fear,negative,30,2,6,20,"00:00:13,555","00:00:15,014"
355,"Don’t worry about me, I’m a robot! I’m just a machine!!",Phoebe,sadness,negative,30,3,6,20,"00:00:15,181","00:00:20,060"
356,No you’re not! Not to me!,Joey,anger,negative,30,4,6,20,"0:00:21,521","0:00:23,523"
357,Oh my God.,Phoebe,surprise,positive,30,5,6,20,"0:00:23,523","0:00:25,329"
358,What?,Joey,neutral,neutral,30,6,6,20,"0:00:25,442","0:00:26,124"
359,I am,Phoebe,neutral,neutral,30,7,6,20,"0:00:26,124","0:00:28,664"
360,"Yeah, you’re great! Okay, let’s take it from",Joey,joy,positive,30,8,6,20,"00:00:29,446","00:00:35,159"
361,"No, I mean I was really acting my ass off.",Phoebe,joy,positive,30,9,6,20,"00:00:31,031","00:00:35,159"
362,"Yeah, I thought I was pretty good too.",Joey,joy,positive,30,10,6,20,"00:00:36,327","00:00:38,078"
363,"Oh yeah, you’re solid. Yeah, you’re just no me.",Phoebe,neutral,neutral,30,11,6,20,"00:00:38,246","00:00:40,789"
364,Y’know what? I think that’s enough for now. Yeah. I don’t want to be over rehearsed.,Joey,neutral,neutral,30,12,6,20,"00:00:42,500","00:00:46,962"
365,Fine!,Phoebe,anger,negative,30,13,6,20,"0:00:47,547","0:00:48,219"
366,I’ll do it without you!,Phoebe,anger,negative,30,14,6,20,"0:00:48,219","0:00:50,279"
367,I don’t need you or anybody else!,Phoebe,anger,negative,30,15,6,20,"00:00:50,800","00:00:53,552"
368,I’m gonna make it on my own!,Phoebe,anger,negative,30,16,6,20,"00:00:53,803","00:00:56,346"
369,You’ll see!!,Phoebe,anger,negative,30,17,6,20,"0:00:57,682","0:01:00,435"
370,You’ll,Phoebe,neutral,neutral,30,18,6,20,"0:01:00,435","0:01:00,574"
371,I can't believe that Ross is gone. It is just so sad.,Kori,sadness,negative,31,0,9,17,"00:22:08,315","00:22:11,902"
372,I didn't know Ross and you were so close.,Chandler,surprise,negative,31,1,9,17,"00:22:12,110","00:22:14,154"
373,We weren't but we had one class together. He was such a great    guy and he talked so passionately about science. I always remembered him.,Kori,sadness,negative,31,2,9,17,"00:22:14,362","00:22:25,749"
374,I'm sure that would mean a lot to him.,Chandler,neutral,neutral,31,3,9,17,"00:22:22,120","00:22:25,749"
375,"And if heaven has a    door, I'm sure he's pressing his ear up against it and listening intently.",Chandler,neutral,neutral,31,4,9,17,"00:22:25,916","00:22:31,671"
376,I thought so many times about calling him and asking him out.    I guess I really missed my chance.,Kori,sadness,negative,31,5,9,17,"00:22:33,507","00:22:39,554"
377,But you didn't!,Ross,joy,positive,31,6,9,17,"00:22:39,971","00:22:42,265"
378,,,,,,,,,,
